identifierHash,civilityGenderId
6774390311382153e3,2
5052788067726364e3,2
-2605252198276716500,1
4680704801681881e3,2
-2743677282765385700,2
-3488113631668126700,2
2689505983428750300,1
4361358315936373e3,2
-8556037168619463e3,1
3238713321637325e3,1
-5197540622470527e3,2
-3099228732841822700,2
-7050946661930148e3,2
-1073489709954790500,2
2398377656509555e3,2
438556649262653e4,2
63173389573543560,2
5703601381538811e3,2
4062768862769776600,2
-5713465606802877e3,2
-8618427897081287e3,2
-9016994810232176e3,1
-6330329648318637e3,2
-543133038031251600,2
4638512929165408e3,2
1927357312095367200,2
-7787605200861463e3,2
-1840968736759133700,2
466117176329828540,2
-7491547971829011e3,2
239956479291798050,2
3206006359896912e3,2
3036239123656496e3,2
2848139662524608500,2
4343472042472601600,1
4591171160540672e3,1
-7431906879835407e3,1
-300106800568631500,2
-336147521412565060,3
-3924422441740396500,2
-2612906651986011e3,2
-741541609203518e4,2
-5228196318869349e3,2
-6176131853611911e3,1
9060095594226431e3,1
2086545762479749400,2
-7046662208569939e3,2
-3841232970810978300,2
99019156101107392,2
2281556725302892500,2
-6416530622161352e3,2
-950087913728900200,2
8982597339838792e3,2
3898928910268484600,2
5798649377105025e3,2
2722134202598641700,2
1296990490910077400,2
4039336161416058e3,1
-1003669701493199400,2
630175388922385300,1
-396343578389134300,1
7208737494366407e3,3
3063218228585386e3,2
-809925640253886700,2
-4245027569455731e3,2
4423757656760962600,2
-4666666849044421e3,2
2453575269178085400,1
-3289821594373071e3,2
-8331554906765312e3,2
2725955433995923500,2
-8522519405693984e3,3
1214489186603852500,1
-8896779554305212e3,2
575075295398383e4,2
3486280072316958e3,2
249782501304936960,2
2395920616708303400,2
7441976490207815e3,2
9150602327119062e3,2
-8445233360589122e3,1
8805241742068118e3,1
2146859532557546500,2
-2011164948339376400,2
-6043412375159564e3,2
-8832451615279198e3,2
7005653360647971e3,2
4192468430825594400,2
-6423487192852208e3,2
-1.2520237945604319e+18,1
-4923082825312843e3,2
2366106384474548e3,2
-6157473115299908e3,2
-4341798529698643e3,3
1411806206507977200,2
9166259654430833e3,2
1099176581126161900,2
4787743536897604e3,1
-9211564833804156e3,2
-1389041094851303400,2
-7380193042457415e3,1
4374253155890759e3,2
3994821603594898400,2
9108067153966854e3,2
-8774482008123703e3,2
1205999995766125e3,2
8683165709888507e3,2
522029563850418240,2
-5411281476309086e3,2
-9157676478203219e3,2
-4324435396278633e3,1
6304875660350383e3,1
-8229632123872592e3,2
-1500734209631696600,2
2360540876816882e3,2
-2477424746476548e3,2
2712644985356184e3,1
4878135014892448e3,2
5989828239673348e3,2
-1522686473832840200,2
-5635711075242497e3,2
5918182159765522e3,2
-2137901805096027e3,1
9170446970067641e3,2
-2356580838543066e3,2
-515192205748325e4,2
-1884252286054183700,3
-32513944962483524,1
-3041344789290575400,2
319176583464688450,1
3993896755629657e3,2
-5371466696761003e3,1
384098681574730900,2
-4128020962338938e3,2
-6349381597155958e3,2
-5304538098532919e3,2
-6055473387086125e3,2
-7434926612399472e3,2
2070870693203193300,2
-3322585349250777e3,2
421531975086483500,3
-7859052432530373e3,2
-2787039935316663e3,3
-4263154094239476700,2
7221945721220499e3,2
1173066096350295600,1
-4530016944753864700,3
1088637336275483900,2
664119365696619e4,1
8046343919907111e3,2
-2143186469386610200,1
-740156303638394e4,2
-8169683890915434e3,2
79114773575648110,2
1672532845968118300,2
-1172486498463445200,1
-8145680252145153e3,2
2570610023144505300,1
8066558526764328e3,2
3955433541821409e3,2
-6541764513338547e3,2
7221842369069293e3,2
-1865540772801680600,1
415099105111284e4,2
-8652482906781209e3,1
-1025355524030116100,2
-5075660197429433e3,2
2507284715182753e3,2
6014522095935446e3,2
-1721426861614513200,1
-3251228948968484e3,2
-9172043172120584e3,2
198956671893677e4,1
-5472322254236717e3,2
-7830793528678196e3,2
-1432749957594483700,2
454987127494651900,1
1878484185815913e3,2
8651159224398533e3,1
-642659422651821e4,3
-2946094776062054400,2
5655390091606404e3,2
-370639530996716100,2
-7178992972685245e3,2
2382584581533783600,1
1545427111522434300,2
-9145851026211793e3,2
3494935179822782e3,2
-7394630868479729e3,2
-5031045973389212e3,2
1860333885381061600,2
393240709185161e4,2
-7043548304716732e3,2
369177188383235800,2
793125133497924500,1
385741262649427e4,2
4818390586370052e3,3
-3009265949519635500,1
-8699242503336741e3,2
6544728425021551e3,2
-3049929634752607e3,1
2891721217970706400,3
5224785878787224e3,2
2509653275280388e3,2
-5149676926257094e3,2
7799376938969025e3,2
-3398960135329136600,3
-1921890904655755800,2
6183134226511047e3,2
8827906611044116e3,2
7493352811006943e3,2
959016141529922600,1
4636297697481975e3,1
-4348632313822841e3,1
8514293183980403e3,1
-6932806168921079e3,2
-8885105072049577e3,2
-4334757302237417500,2
565621936629129800,2
6714177619567795e3,2
431809881209511550,2
-1350459481244326700,2
3515984124300674e3,1
-3612020139578481e3,2
-3994886997598438400,2
4659390131458672e3,2
753170323598222e3,1
4447282768718991400,2
-11657998380799042,2
163607957619624960,1
-558214021679034e4,3
5986092499264615e3,3
-579286739934485900,2
-1592703184083967500,2
-7855565158635582e3,2
-2349089711234711600,2
432544181126875800,2
476757878332299500,2
6361058343213699e3,1
-2733507327440971e3,1
6960463569765892e3,2
-4639525383151724e3,2
-731364679427404e4,1
-298390574814791900,2
790964656044582e4,2
-5428785228255157e3,2
1779520214704383500,2
-423831463391228350,2
-1270561513409881e3,2
8477804362351739e3,2
-2702369790812603400,3
1131320826777198600,2
-8191323001400177e3,1
-988994243279734500,2
-5565524755681136e3,2
-2736320772080079e3,2
-1525064128571653e3,2
-331720462074884540,2
1493902124134531e3,1
-7607926859502591e3,1
-7437459741119098e3,2
228259141128362e4,1
2697382694152799e3,2
3016889589389240300,2
5454813788143146e3,2
2070053271656221200,2
4616051456843272e3,1
-7226653345439306e3,2
829406176446684800,2
-4681172990535195e3,2
3385245018245115e3,1
-5871462743483671e3,2
872842094705669100,3
-2924373530759516700,1
-4606891868683532300,2
-1147179868579204500,1
7335098750383934e3,2
7395070500944634e3,2
671249852454877e4,2
-8502497955746458e3,1
-3990044360109199e3,2
74956065714093330,2
2450213059077239e3,2
-6570180202627114e3,1
-4672230762230028e3,2
739909054493925e4,2
-3941183582431067e3,1
4925230647476149e3,2
1678816183628314600,1
3896582367977424e3,1
-6467341093455444e3,2
5791059913399212e3,2
1911494801452907500,2
4954804813014682e3,2
4523851990072926700,2
-5515668533163164e3,2
6980785671401545e3,2
3323749179659109400,2
7586395130831713e3,2
4801131882464197e3,2
-3.1650173908945603e+18,2
6816035018474071e3,2
-7306992603985148e3,2
-5922910413286749e3,2
-6646564108978352e3,1
3244409655253795e3,1
1073434292484980200,2
940403801598623700,2
-2068292297135782100,2
1801952525723384e3,1
-1519853430293973e3,2
-5899435760618833e3,2
814926800581894e4,2
-1474808060924874200,2
-8485745386785936e3,2
-6694678098187245e3,1
-7232141333487874e3,2
734260602098344700,2
1248912348186971e3,1
1675020017057075200,2
959176789061249800,2
-2635416147308987400,1
2156151081383106600,2
-2604348773670047e3,2
-2531986098916950500,2
8739218763211294e3,2
-499402380392506900,2
-804816381776777e4,2
4760807195727319e3,2
6421042878376135e3,2
-6689831235342635e3,1
4106021158889613e3,2
-3211102685743112e3,2
3262551808538351600,2
-8863515064540919e3,2
-476238112019367e4,1
8348267110298692e3,2
-3390547139722472400,1
1468060967281897e3,2
-6823413479866544e3,2
-2097385243946503700,2
4444424770776846300,2
497413996487538e4,2
2918651103616461e3,1
-5723908267234525e3,1
-7886487317645812e3,2
-3889224716247036e3,2
7153732095579957e3,2
-3404538058286031400,2
-83331289966068e5,2
-8892275907658982e3,2
1948615191528198700,1
2085308939476973600,2
-6558159521622857e3,2
8418251813128396e3,2
2013547451516013600,2
-853615743785254800,2
-6886554839968463e3,2
-2777650961797375500,1
-6677976711679076e3,2
-2571294456362491400,2
-4861180594685235e3,1
-994629688828973300,2
8798890816858449e3,2
9167665416767292e3,2
-786503909051154e4,2
-6903734981210434e3,1
-2140082192256789e3,1
-8464340524080757e3,2
6101419567499434e3,1
8493883659490394e3,2
-5292285488908154e3,1
-7073473049957804e3,2
-1076665208168361700,1
-1214903958947831800,1
2175183929349182700,1
8019333355823766e3,2
-469715621566710900,2
-315575581999042500,1
-6900116486804602e3,2
1243747977692584e3,2
-656225017852396400,2
-7368750132373463e3,1
-4278074270356081700,2
9204738082147466e3,2
-3758505913221700600,2
5437674490743069e3,1
648074760313176e4,2
7758739235750918e3,2
-7290974513411973e3,2
-7720250109870276e3,2
-2455250066336452600,1
3740740372401886e3,1
-7131578977635953e3,2
-4535790187904363e3,2
-4155380157799052300,1
-7885463203741116e3,2
-8925825337170225e3,2
6836190220960901e3,1
-7586207350822889e3,2
-2792310982752657400,2
-8212398317898387e3,2
-1698189862431693300,2
5301312793441439e3,2
-4355833931811791400,2
-8058331931797222e3,2
5893404584991388e3,2
9106754600233744e3,2
-3630938654931844e3,2
5.3811339398326395e+18,1
4261778118763643e3,2
-4262311159452697e3,2
-674618514799767800,2
-6628708949588128e3,2
-999139309940964400,1
-4181911525908839e3,1
-7209304181847916e3,1
-238392475531079870,1
1844013789737284900,2
5506381859286841e3,2
1725371131152118e3,2
-564552617965351e4,2
7507545849195174e3,3
-7907262369428491e3,3
4132234015321316e3,2
-3272622732824317e3,3
-1004110245423120400,1
2163765023981021200,2
-7337629797305984e3,2
6743225226151676e3,2
8861100928808294e3,2
7303117531471935e3,1
-7813001245485109e3,1
5302721221388455e3,1
-828453988416613200,2
-8363099153416654e3,1
727757486795847300,1
8046953570880828e3,3
-784101146272577e3,2
6262616866933505e3,2
7898888616565774e3,2
-7883107789407845e3,2
-1219089413850248200,1
-6720936365483549e3,2
-7212049267630239e3,2
-2519038303866595300,2
2395535090784674e3,1
-456676597959805e4,2
7663236398511134e3,2
-9207121252853165e3,2
-6751225276157681e3,2
8046941325202958e3,2
5167068734416541e3,2
-8163066968620754e3,1
5561098464472661e3,2
-570210788194564160,1
-270535223259784030,2
3265212114192338e3,2
7382347675413052e3,2
-6279744200275356e3,2
6747361633359898e3,2
-5032245838519522e3,2
6633067602148393e3,2
-5950771501696453e3,2
5399767618555168e3,3
-5375957863843465e3,2
-602617332009839e4,2
938680356310773800,1
-2.9147003564939837e+18,2
-690319494731866900,2
-2480515271704888e3,2
6128365338890784e3,2
-1780456174896106500,2
-8797149967820944e3,1
-6459910654390571e3,1
8197525708922278e3,2
474629515971081e4,1
-1169217646727826200,2
3763240802572686300,3
-8845555575275634e3,2
-4400695312191631e3,2
7394670529240182e3,2
5653191426815768e3,2
4574885952883356700,2
-4660981981098152e3,2
-4959109699425427e3,2
-4092809094578313700,2
3043521693701027e3,2
-1144250869394068600,2
3140729838374272500,3
8395302532545029e3,1
-7371551708318152e3,2
-3325540611202388e3,2
8951638842712694e3,2
-3148681378891142e3,2
-7570200531443952e3,3
-5927404992926155e3,1
-3760053477256225300,2
2228638483249825300,2
-1363527141278594300,2
2269489896576201700,1
2398465986546005e3,1
-8772370958169936e3,2
8953812546860464e3,2
7265512715821239e3,2
2905362549583849e3,1
591366017492227700,1
4395818224959111e3,2
5864925714495136e3,2
-4873819002224534e3,2
8450749121953935e3,3
8423652128738658e3,1
8946395988731884e3,2
-2681620353447991e3,2
1410220577284326e3,2
8736763297909494e3,2
-6.0445546868336005e+18,1
3861818095694459e3,2
-6576570941885752e3,3
-4030876366931381e3,2
-3057273417489603600,1
-5918638551023026e3,2
-1585470762447092500,2
695581688973955e4,1
-6612385878690806e3,2
2568110618956563500,2
-5754734057032505e3,1
3590109836967004e3,2
4216896626990089e3,2
-5926754529555186e3,1
-1567555033780711e3,2
3151823932632444e3,2
-251780336166326340,2
5615893705418491e3,2
-1805803297693099800,1
-5.2921575835587195e+18,2
-1523703844667976e3,2
-1882441183519159e3,2
1326341750499545e3,2
-1236166651194605e3,1
-5909925390097191e3,1
2628174302261098500,2
3193297232352825300,2
-91545403027194e5,2
6957062756069975e3,2
626703106438976e4,2
1921996037780158500,2
-60856237556886e5,2
3875759775708679700,1
-7898895649950179e3,1
-1739333009106569e3,2
247744097368701e4,1
3019929599537506e3,2
-491983339536768640,1
2440554333962377700,1
1863894638427717400,2
3876636692246214700,1
-8044568391374695e3,1
-3812284985498847e3,2
-6295790340079625e3,2
-394691081081589500,2
4404684320621147600,2
8674620857603261e3,1
7806804542269305e3,2
259393584869414100,3
9100169059369713e3,2
6203606368065207e3,2
-2856422455528158e3,1
1235962556490937300,2
-39813362359037544,1
-8856011788146505e3,1
2755760979801277e3,2
-7431659601012833e3,2
604664596622143400,2
477645216802939e4,2
4741046642179619e3,2
8801043160721197e3,2
2452461297878582300,2
159463588957882080,2
-3328558734778121e3,2
7250516200758578e3,2
-5427472487749232e3,2
-3654955382912179700,2
1017105182555037200,1
-6987787632177021e3,1
-3870137906448237600,1
-7300962161475873e3,1
-1349647415033941e3,2
-1739057813756791300,1
-4837181441018269e3,1
1713273362553087700,1
1987970443473539600,2
5803869750282181e3,2
2323566315593670700,2
-3675174839379714600,3
4216047889817126e3,2
5083173727188082e3,1
468440396004887360,3
-4943069600317872e3,2
2753316693042523600,1
-5461020170233983e3,2
-530929922134223e4,2
3311078673017922600,2
-421750739449324e4,3
6097502774281617e3,2
-9029077350180102e3,2
-9155692707487402e3,1
8504131601609363e3,2
6123668119283703e3,1
7098726264153765e3,2
2647598526405850600,1
7640732237081752e3,2
-4781652754927472e3,2
4416517294355220500,2
-199886979529597500,2
886321339139264e4,2
-5230774461866746e3,2
6961191422521278e3,2
-6545757706348511e3,2
8801594645761254e3,2
8241078253355924e3,2
-5762931944526905e3,2
-6043070923296301e3,2
-1873311679611297300,2
-1734890265938265e3,2
5266838531813339e3,2
8417103806326708e3,2
-4621025407353406e3,2
918438851633378600,2
7747169515154146e3,1
-7221864627304942e3,2
-2571056937959546e3,2
2114162861056156400,2
8063250154829431e3,1
427933587901670900,1
-8148870524155337e3,2
1829136477978375400,1
-4741842714772703e3,2
8777512031526971e3,1
4589337700415339500,2
8385342256671432e3,2
2294907967788742400,1
-4340758130281289700,2
1231270329661369900,2
-77131311714878900,2
-2972620238986455e3,2
-3156237558542713e3,1
-397715242047756100,2
-5063154008566694e3,2
5295027764208094e3,2
835369959506681e4,2
8877059745777202e3,2
7115634276937683e3,2
-8636135582985763e3,2
-9179776199935257e3,1
-3517784619551823400,1
3634676534835113e3,2
-3881193186437595e3,2
-1119755620249269900,2
-442434177063404860,3
-8639163695791638e3,2
-9200239422095559e3,3
-4457284496934795e3,2
3800570161555611600,2
-2436909210488253400,2
6376500991650714e3,2
5939621182852977e3,2
-7896976652515339e3,3
5670738800153113e3,2
-213049387668756500,2
659773979310401900,2
-4673324929958655e3,2
-8209505662047871e3,2
3485596996838017e3,1
2912646982444008400,2
1688184963206154e3,2
4787414866676235e3,2
2227689234775363e3,2
85241145581709e5,2
8741469978788056e3,2
-156456514171624500,2
-2287421963476981800,2
-7627794576096756e3,3
-8114167237057824e3,1
-7303923778920142e3,2
-7179092774775666e3,2
-5495569077827895e3,2
-8100909995380355e3,1
5594657481987396e3,1
-7417465008841893e3,1
540020014940122e4,2
-7094877849831542e3,1
9082929948077464e3,2
101954095845474060,2
-3264721638526989300,2
3623207432119826e3,2
5480978200949773,2
5117145322760094e3,2
233510805294234e4,2
335846253364121e4,2
2969941658972618e3,2
-427572891732491e4,2
-4483883463472174600,2
6014684584742402e3,2
-3025003941102034400,2
-2054012269898191400,1
-1519963876306903600,1
3071170079720125e3,2
-3813856125400639500,2
-394941687574306700,2
7942676274868686e3,2
7206165568206284e3,2
5603238669687577e3,2
-899393618243305900,1
-830223493452159e4,2
4315912065348479e3,3
-4992202374593708e3,3
651124435060495e4,3
4096894858189276700,1
7900730455799465e3,2
4193195965787974700,3
3506284051701885400,2
2332257024596476400,1
-9116244024532905e3,1
4114901645537435600,2
8047501081204921e3,2
-3642034252906304e3,2
405821060252434200,3
1247506402056753e3,2
-2412429062980107300,1
-6527262459952475e3,1
-6662942509787838e3,1
1725467192800225800,2
6432325500744575e3,2
-2361842816394812400,2
587378180637271e4,1
2693758822847548400,2
2976930645323929e3,1
619400251257418800,2
7007889276007839e3,2
1604076854667778300,1
-5971186868882165e3,3
4083881020900546600,2
96548496861352480,2
-9004411486127587e3,2
-1369438276320193500,2
7961144598758951e3,3
9034436211425086e3,2
5316089128689082e3,2
3179447064315962400,2
61877336535571310,2
5862940348467614e3,2
-1750962877651044400,2
-8414812532372102e3,2
2584955999148084e3,1
4279953062703078400,2
-1083701456143069300,2
2058151472751288e3,2
849060883094591400,2
2549571930210717700,2
-7793023085262002e3,2
3376426910763101e3,2
-8705238579015439e3,2
-3691438740250021e3,2
-1983450227143754200,2
-1168831658959996e3,1
6790293934006959e3,1
1513245000248951800,2
-8509706470073366e3,1
895785281993718e4,2
-1677237472416841200,1
-5812171969535131e3,1
4266004161986327e3,1
-787854664356521e4,2
-8542491542885408e3,2
-8563599757783311e3,2
-8440148492955964e3,2
8876721040858142e3,1
3488893185552828400,1
-6987113547622022e3,2
5270335235710307e3,1
8409529153549754e3,1
5365097085560216e3,2
8361209915745538e3,1
7227113468826045e3,2
2.8425116669948477e+18,1
-1916618905519698e3,3
-2759253826825522700,2
675912084322845300,1
-2168630245296089600,2
-5977990071560336e3,2
8563033691699741e3,2
-1990896768776497200,2
2736910287479045600,2
-1021349500291115800,2
3790800482368227300,3
-395389685129775700,1
-7968839359654912e3,2
-6641482398610243e3,2
6652704610686339e3,2
8016439317884322e3,2
-7583305169647549e3,2
2280479819647341600,1
-964039479451586400,2
-212594688824032130,1
327915811281740740,2
-6887325145422823e3,2
-7865868012130558e3,2
1162512001359171600,1
-5765889170351389e3,2
-5366481289101772e3,2
-7081503562181378e3,2
-950777432810298400,2
2422525774716487e3,2
8131420742153307e3,1
-8805272050949315e3,2
-4117653716465234e3,2
6641089333896139e3,2
6365150640786914e3,2
581059903120448800,2
6760142290874414e3,1
-130251042684467170,3
-5473630887295463e3,2
8781907915566696e3,2
1604037597906713300,2
1895405031027612700,2
-7061988239839943e3,2
-4433602780232108e3,2
-7142437070558138e3,2
-7363460624191586e3,2
-4215691789898723300,3
-1507972201349945300,2
-4.9939508209855923e+17,2
-851788170062402400,2
6280619304793577e3,2
7522720898512798e3,2
1012305259144966700,2
3475524940627676e3,2
606922979391399e4,2
642267960388829400,2
-2951493997709337600,2
7189307454387397e3,2
1742667743630573800,2
-2075484371219084500,2
453227235729527e4,2
2527691187301892e3,2
-6378314372340769e3,2
-6188896089890912e3,2
9123580593451664e3,2
-1620076680659866600,2
-2116889010127903e3,1
-2108324217079018e3,1
5272745162963911e3,1
200142137677019940,2
6085253859981424e3,1
-5932506848514386e3,1
-3361243185470788600,1
6989521275942415e3,2
6563844584983912e3,3
-2726203732599010300,3
162512883297537500,3
-3137596176908889600,2
4004331424572685300,2
-7169522361259069e3,2
3794521982039764500,2
8444330963473337e3,2
1866769509405319700,2
-7743788173504926e3,2
512562268455453900,1
5021626500400178e3,2
-539521053201451260,1
-3080280656839833e3,2
2876248706270151e3,2
7408917344648471e3,1
-5144636778452685e3,2
-1607804754534745900,2
913382131347594600,2
434852889518585900,1
723551751259012700,2
4160355596783394e3,1
6208448811597996e3,2
5854682104629806e3,1
726357851852350100,1
1038041813654298400,2
-6703348885654534e3,2
7159281177262942e3,2
-652887727979295200,1
1794175740972283e3,2
617231161436891e4,2
-4062294233447416,3
726153448352342e4,2
